"","�..linie","richtung","betriebsdatum","fahrzeug","kurs","seq_von","halt_diva_von","halt_punkt_diva_von","halt_kurz_von1","datum_von","soll_an_von","ist_an_von","soll_ab_von","ist_ab_von","seq_nach","halt_diva_nach","halt_punkt_diva_nach","halt_kurz_nach1","datum_nach","soll_an_nach","ist_an_nach1","soll_ab_nach","ist_ab_nach","fahrt_id","fahrweg_id","fw_no","fw_typ","fw_kurz","fw_lang","umlauf_von","halt_id_von","halt_id_nach","halt_punkt_id_von","halt_punkt_id_nach","arrivelate"
"115",11,2,"20.09.15",3081,9,26,2045,1,"REGB","20.09.15",40044,40065,40062,40078,27,3034,1,"BOER","20.09.15",40140,40149,40176,40167,401419,11235,2,1,2,"REHA - ZAUZ",104974,2089,1829,4768,4100,9
"116",308,1,"20.09.15",10281,2,14,743,51,"ECKS","20.09.15",27576,27611,27582,27618,15,6724,51,"ULAN","20.09.15",27600,27642,27606,27642,433037,12595,1,1,1,"BALN - OBUR",106230,2410,2352,5520,5381,42
"117",15,2,"20.09.15",2055,5,6,3039,1,"BSTA","20.09.15",64272,64254,64302,64289,7,440,3,"BELL","20.09.15",64380,64354,64440,64385,346085,4625,2,1,2,"KLUS - BUCH",104096,2111,1565,4834,3541,-26
"118",17,1,"21.09.15",2076,2,13,1557,0,"LIMM","22.09.15",1308,1321,1338,1335,14,1667,0,"MUFG","22.09.15",1374,1395,1404,1400,351951,6737,7,1,7,"WERD - BWIE für Einfahrt",103832,2287,2294,5219,5241,21
"119",79,1,"21.09.15",10338,1,6,2294,20,"SCHW","21.09.15",35526,35642,35544,35642,7,2294,22,"SCHW","21.09.15",35586,35763,35586,35925,181495,4906,3,1,3,"AUZO - SCHW",96155,1501,1501,3308,3306,177
"120",79,2,"21.09.15",10338,1,4,3001,21,"ORIO","21.09.15",30144,30132,30162,30139,5,132,21,"ZAUZ","21.09.15",30222,30176,30240,30208,181559,4907,4,1,4,"SCHW - AUZO",96155,2694,2083,6399,4743,-46
"121",7,1,"21.09.15",2104,3,18,416,0,"BSTR","21.09.15",53874,53881,53916,53900,19,2054,0,"RAUG","21.09.15",53976,53976,54018,53995,75347,26,1,1,1,"BSTE - WOLL",91433,1895,2035,4261,4603,0
"122",72,1,"21.09.15",10176,2,3,2104,10,"ROSE","21.09.15",78114,78157,78126,78182,4,799,10,"EWYS","21.09.15",78186,78232,78198,78246,353870,11569,1,1,1,"MIBU - MORG",104090,2749,1574,6541,3575,46
"123",17,2,"21.09.15",3033,1,11,857,1,"FWEG","21.09.15",78198,78361,78228,78371,12,467,1,"BERO","21.09.15",78252,78422,78276,78436,351904,4374,2,1,2,"GESS - WERD",104531,2750,2645,6546,6042,170
"124",11,2,"21.09.15",2019,10,3,421,1,"BALG","21.09.15",62664,62658,62688,62688,4,580,1,"BURG","21.09.15",62754,62757,62778,62770,351037,11235,2,1,2,"REHA - ZAUZ",103617,2121,2295,4872,5247,3
"125",11,1,"21.09.15",2019,10,20,416,0,"BSTR","21.09.15",60840,60879,60882,60898,21,2054,0,"RAUG","21.09.15",60936,60964,60972,60980,351036,11240,1,1,1,"ZAUZ - REHA",103617,1895,2035,4261,4603,28
"126",9,1,"21.09.15",3001,7,9,2666,0,"TIER","21.09.15",28896,28892,28914,28910,10,1643,0,"MIBU","21.09.15",28986,29002,29046,29032,351058,5112,1,1,1,"HIRZ - HEUR",104339,2406,1504,5512,3326,16
"127",80,2,"21.09.15",10518,2,19,1280,23,"HOEB","21.09.15",35148,35351,35172,35358,20,735,23,"ETHH","21.09.15",35220,35433,35256,35456,436096,4825,2,1,2,"TRIS - BOEN",106562,2610,2666,5947,6087,213
"128",80,1,"21.09.15",10413,3,26,1007,20,"GOLD","21.09.15",43470,43531,43494,43546,27,1320,20,"IDEY","21.09.15",43530,43595,43554,43610,436123,4824,1,1,1,"BOEN - TRIS",106423,2718,2851,6470,6799,65
"129",80,2,"21.09.15",10413,3,15,2935,21,"WINZ","21.09.15",55068,55108,55092,55125,16,2831,0,"WART","21.09.15",55128,55197,55152,55207,436128,4825,2,1,2,"TRIS - BOEN",106423,2711,2671,6439,6099,69
"130",14,1,"21.09.15",2020,10,15,413,0,"BQUA","21.09.15",30240,30287,30300,30310,16,412,1,"BPLA","21.09.15",30372,30386,30420,30424,47606,5275,1,1,1,"SEEB - TRIE",94290,1542,1541,3457,3448,14
"131",14,1,"21.09.15",3085,11,21,3042,0,"BWIE","21.09.15",63750,63826,63798,63859,22,2256,0,"SWIE","21.09.15",63858,63923,63906,63963,47747,5275,1,1,1,"SEEB - TRIE",93090,1557,2060,3504,4683,65
"132",303,2,"21.09.15",11427,2,5,1586,51,"LUBE","21.09.15",58170,58170,58188,58188,6,1178,51,"HWEG","21.09.15",58254,58249,58272,58262,435680,12085,2,1,2,"SCHL - BKIS",106645,2481,2332,5686,5340,-5
"133",10,1,"20.09.15",3067,3,15,465,0,"BERN","20.09.15",61062,61195,61086,61210,16,1215,0,"HIRS","20.09.15",61134,61270,61164,61287,402444,3747,1,1,1,"FRAF - GESS",106016,2276,1532,5188,3402,136
"134",10,1,"20.09.15",3063,2,24,1098,0,"HALB","20.09.15",55416,55543,55440,55559,25,736,0,"ETHZ","20.09.15",55500,55634,55536,55651,402414,3747,1,1,1,"FRAF - GESS",105550,2258,1308,5139,2844,134
"135",7,1,"20.09.15",2118,4,30,586,0,"BUTZ","20.09.15",27438,27445,27456,27448,31,2950,0,"WOLL","20.09.15",27516,27510,27516,28079,36866,26,1,1,1,"BSTE - WOLL",91730,2488,2145,5708,4919,-6
"136",11,2,"20.09.15",3081,9,26,2045,1,"REGB","20.09.15",73044,73129,73062,73143,27,3034,1,"BOER","20.09.15",73140,73223,73176,73243,401429,11235,2,1,2,"REHA - ZAUZ",104974,2089,1829,4768,4100,83
"137",7,1,"20.09.15",2121,5,11,1061,0,"GUGG","20.09.15",53874,53875,53898,53890,12,2158,0,"SPLA","20.09.15",53946,53963,53976,53974,36902,26,1,1,1,"BSTE - WOLL",90258,2045,1539,4632,3443,17
"138",308,1,"20.09.15",10281,2,9,2984,51,"OBEE","20.09.15",36246,36319,36264,36323,10,1862,51,"PAEN","20.09.15",36300,36355,36318,36365,433041,12595,1,1,1,"BALN - OBUR",106230,2036,2518,4606,5777,55
"139",311,2,"20.09.15",11417,2,1,2767,50,"BWEI","20.09.15",65700,65769,65700,65770,2,2732,51,"UITI","20.09.15",65754,65816,65772,65822,432933,118,2,1,2,"BWEI - BDIE",106542,1522,2386,3371,5462,62
"140",79,2,"21.09.15",10338,1,1,2294,22,"SCHW","21.09.15",53910,53935,53910,53935,2,1179,21,"HERZ","21.09.15",53958,53973,53976,53973,181526,4907,4,1,4,"SCHW - AUZO",96155,1501,2422,3306,5551,15
"141",79,1,"21.09.15",10338,1,5,1179,20,"HERZ","21.09.15",22254,22316,22266,22324,6,2294,20,"SCHW","21.09.15",22326,22382,22344,22392,181546,4906,3,1,3,"AUZO - SCHW",96155,2422,1501,5550,3308,56
"142",7,1,"21.09.15",2104,3,24,1666,0,"MUSR","21.09.15",71982,72008,72006,72023,25,547,0,"BRUN","21.09.15",72072,72089,72096,72102,75353,26,1,1,1,"BSTE - WOLL",91433,2413,2367,5526,5417,17
"143",34,1,"21.09.15",10150,2,5,2836,10,"WASE","21.09.15",59640,59721,59670,59739,6,617,10,"CARL","21.09.15",59694,59773,59718,59792,50686,4705,1,1,1,"KLUS - KIEN",92298,2444,2428,5600,5562,79
"144",17,1,"21.09.15",2076,2,11,648,0,"DAMM","21.09.15",53442,53486,53460,53497,12,2014,0,"QUEL","21.09.15",53502,53542,53520,53558,351933,4373,1,1,1,"WERD - GESS",103832,2290,2298,5228,5255,40
"145",17,2,"21.09.15",2075,3,11,857,1,"FWEG","21.09.15",75798,75929,75828,75942,12,467,1,"BERO","21.09.15",75852,75984,75876,75994,351983,4374,2,1,2,"GESS - WERD",104535,2750,2645,6546,6042,132
"146",11,1,"21.09.15",3069,9,19,413,0,"BQUA","21.09.15",66984,66987,67044,67021,20,416,0,"BSTR","21.09.15",67140,67115,67182,67164,351018,11240,1,1,1,"ZAUZ - REHA",103704,1542,1895,3457,4261,-25
"147",302,1,"20.09.15",11424,1,18,2631,51,"TAWI","20.09.15",66198,66213,66210,66213,19,838,51,"FSTR","20.09.15",66240,66242,66252,66249,432552,50,1,1,1,"BDIE - BWEI",106341,2362,2476,5403,5673,2
"148",9,1,"21.09.15",3043,6,21,440,4,"BELL","21.09.15",64998,65454,65058,65488,22,615,1,"BURK","21.09.15",65142,65728,65202,65777,350993,5114,3,1,3,"HIRZ - TRIE",104362,1565,2590,3534,6339,586
"149",9,2,"21.09.15",3054,15,14,440,5,"BELL","21.09.15",65040,65842,65100,65865,15,1472,3,"KUNS","21.09.15",65172,65937,65220,65954,351220,5115,4,1,4,"TRIE - HIRZ",103448,1565,1305,3549,6133,765
"150",80,2,"21.09.15",10518,2,17,3015,0,"ZWIE","21.09.15",49782,49886,49806,49897,18,1626,21,"MEIE","21.09.15",49866,49976,49914,49991,436102,4825,2,1,2,"TRIS - BOEN",106562,2731,2607,6502,5935,110
"151",80,2,"21.09.15",10413,3,3,1320,21,"IDEY","21.09.15",69444,69458,69468,69466,4,1007,21,"GOLD","21.09.15",69504,69515,69528,69523,436134,4825,2,1,2,"TRIS - BOEN",106423,2851,2718,6800,6471,11
"152",80,1,"21.09.15",10413,3,21,1570,21,"LIND","21.09.15",81948,81959,81978,81970,22,2034,20,"RAUT","21.09.15",82032,82040,82056,82050,436139,4826,3,1,3,"BOEN - TRIE",106423,2535,2543,5866,5898,8
"153",14,1,"21.09.15",2020,10,7,465,0,"BERN","21.09.15",56496,56506,56520,56524,8,1215,0,"HIRS","21.09.15",56574,56597,56604,56620,47616,5275,1,1,1,"SEEB - TRIE",94290,2276,1532,5188,3402,23
"154",14,1,"21.09.15",3085,11,26,2160,0,"SCHA","21.09.15",47946,48010,47976,48023,27,2680,1,"TRIE","21.09.15",48036,48106,48036,48276,47741,5275,1,1,1,"SEEB - TRIE",93090,1010,1270,2185,2745,70
"155",12,2,"20.09.15",3070,3,3,6660,1,"DGIE07","20.09.15",74196,74210,74208,74219,4,6659,1,"WNEU07","20.09.15",74280,74292,74292,74300,402321,12557,2,1,2,"BSTE - FRAF",105373,2079,2078,4724,4722,12
"156",10,2,"20.09.15",3063,2,25,6507,1,"RBAU07","20.09.15",42318,42270,42330,42281,26,2758,1,"UNTR07","20.09.15",42384,42347,42396,42360,402409,3748,2,1,2,"GESS - FRAF",105550,1378,751,3033,1673,-37
"157",7,1,"20.09.15",2118,4,5,2107,0,"ROSW","20.09.15",25410,25415,25434,25428,6,2294,0,"SCHW","20.09.15",25488,25501,25512,25561,36866,26,1,1,1,"BSTE - WOLL",91730,2510,1501,5760,9150,13
"158",11,2,"20.09.15",3081,9,22,1522,1,"LAUI","20.09.15",59544,59564,59568,59575,23,564,1,"BUCH","20.09.15",59622,59644,59658,59670,401425,11235,2,1,2,"REHA - ZAUZ",104974,2085,1309,4752,2851,22
"159",7,2,"20.09.15",2118,4,17,2411,1,"SONN","20.09.15",45516,45516,45534,45529,18,1856,1,"OTTI","20.09.15",45582,45567,45600,45579,36873,27,2,1,2,"WOLL - BSTE",91730,2047,2509,4646,5756,-15
"160",308,1,"20.09.15",10281,2,12,2751,52,"USNO","20.09.15",36420,36441,36450,36456,13,6825,50,"USEN","20.09.15",36480,36502,36540,36567,433041,12595,1,1,1,"BALN - OBUR",106230,1517,2906,3362,7097,22
"161",303,1,"20.09.15",11426,1,15,3748,50,"STAK","20.09.15",54294,54277,54306,54308,16,2051,50,"REIT","20.09.15",54378,54377,54390,54394,433012,12479,3,1,3,"SCEN - SCHL",106195,2398,2033,5489,4595,-1
"162",79,2,"21.09.15",10338,1,5,132,21,"ZAUZ","21.09.15",37422,37415,37440,37423,6,134,20,"AUZO","21.09.15",37506,37485,37506,37575,181498,4907,4,1,4,"SCHW - AUZO",96155,2083,2816,4743,6723,-21
"163",79,2,"21.09.15",10338,1,1,2294,22,"SCHW","21.09.15",63510,63529,63510,63529,2,1179,21,"HERZ","21.09.15",63558,63565,63576,63565,181542,4907,4,1,4,"SCHW - AUZO",96155,1501,2422,3306,5551,7
"164",7,2,"21.09.15",2104,3,2,586,1,"BUTZ","21.09.15",83928,83955,83940,83957,3,1660,1,"MORG","21.09.15",83982,84012,84006,84027,75358,27,2,1,2,"WOLL - BSTE",91433,2488,1511,5707,3348,30
"165",34,1,"21.09.15",10150,2,2,1362,10,"KAPF","21.09.15",37872,37924,37896,37924,3,2251,10,"SYFI","21.09.15",37938,37972,37950,37972,50662,4705,1,1,1,"KLUS - KIEN",92298,2434,2473,5576,5667,34
"166",17,1,"21.09.15",2076,2,3,1041,0,"GRUN","21.09.15",56460,56462,56490,56476,4,2707,0,"TUEF","21.09.15",56550,56562,56580,56575,351935,4373,1,1,1,"WERD - GESS",103832,2544,2580,5903,6315,12
"167",17,2,"21.09.15",3033,1,7,2014,1,"QUEL","21.09.15",84858,84771,84876,84780,8,648,1,"DAMM","21.09.15",84918,84826,84936,84841,351908,4374,2,1,2,"GESS - WERD",104531,2298,2290,5254,5227,-92
"168",11,1,"21.09.15",2050,10,29,1144,0,"HEGI","21.09.15",21648,21695,21672,21740,30,1138,0,"HEDW","21.09.15",21714,21818,21732,21820,351024,11240,1,1,1,"ZAUZ - REHA",103617,2113,2308,9271,5274,104
"169",325,1,"20.09.15",11417,2,7,2471,51,"STAF","20.09.15",67224,67200,67236,67216,8,6693,50,"DGYR","20.09.15",67272,67256,67284,67263,432934,128,1,1,1,"BDIE - DWEI",106542,2379,2490,5448,5717,-16
"170",14,2,"20.09.15",2021,2,20,1215,1,"HIRS","21.09.15",1488,1444,1512,1456,21,465,1,"BERN","21.09.15",1566,1522,1590,1533,250785,5276,2,1,2,"TRIE - SEEB",99317,1532,2276,3400,5192,-44
"171",9,2,"21.09.15",3001,7,32,88,1,"ALTR","21.09.15",33738,33825,33762,33837,33,1220,0,"HIRZ","21.09.15",33798,33901,33798,34187,351059,5113,2,1,2,"HEUR - HIRZ",104339,1580,2815,3597,6719,103
"172",80,1,"21.09.15",10518,2,21,1570,21,"LIND","21.09.15",52554,52689,52596,52720,22,2034,20,"RAUT","21.09.15",52656,52795,52686,52809,436103,4824,1,1,1,"BOEN - TRIS",106562,2535,2543,5866,5898,139
"173",80,2,"21.09.15",10413,3,6,3705,21,"ALBD","21.09.15",69618,69603,69654,69613,7,2754,21,"UNTM","21.09.15",69702,69675,69732,69685,436134,4825,2,1,2,"TRIS - BOEN",106423,2564,2687,6262,6386,-27
"174",80,1,"21.09.15",10413,3,24,3705,20,"ALBD","21.09.15",82158,82154,82188,82162,25,47,20,"ALBR","21.09.15",82206,82194,82224,82201,436139,4826,3,1,3,"BOEN - TRIE",106423,2564,2810,6261,6697,-12
"175",14,2,"21.09.15",2020,10,25,845,1,"FELS","21.09.15",39276,39278,39300,39303,26,1275,1,"SEPL","21.09.15",39342,39358,39366,39373,47609,5276,2,1,2,"TRIE - SEEB",94290,1873,1934,4196,4360,16
"176",14,1,"21.09.15",3085,11,15,413,0,"BQUA","21.09.15",46920,46954,46980,46976,16,412,1,"BPLA","21.09.15",47046,47048,47094,47073,47741,5275,1,1,1,"SEEB - TRIE",93090,1542,1541,3457,3448,2
"177",12,2,"20.09.15",3070,3,16,6506,1,"BABH07","20.09.15",75312,75304,75324,75313,17,3027,1,"FLUG07","20.09.15",75432,75421,75444,75430,402321,12557,2,1,2,"BSTE - FRAF",105373,1377,588,3030,1299,-11
"178",10,1,"20.09.15",3063,2,5,1334,0,"IRCH","20.09.15",17718,17689,17748,17693,6,1507,0,"LANM","20.09.15",17790,17762,17808,17768,402400,12875,3,1,3,"SALE - GESS für Ausfahrt",105550,1543,2315,3463,5295,-28
"179",7,1,"20.09.15",2118,4,8,2814,0,"WALD","20.09.15",25668,25705,25686,25714,9,2666,0,"TIER","20.09.15",25734,25766,25752,25774,36866,26,1,1,1,"BSTE - WOLL",91730,2375,2406,5441,5512,32
"180",11,2,"20.09.15",3081,9,25,144,1,"BADA","20.09.15",59778,59824,59802,59836,26,2045,1,"REGB","20.09.15",59844,59885,59862,59898,401425,11235,2,1,2,"REHA - ZAUZ",104974,2090,2089,4776,4768,41
"181",7,2,"20.09.15",2121,5,29,2008,1,"PROB","20.09.15",63270,63244,63294,63255,30,1620,1,"MATT","20.09.15",63330,63309,63354,63319,36905,27,2,1,2,"WOLL - BSTE",90258,2489,2356,5713,5390,-21
"182",304,1,"20.09.15",10281,2,4,815,51,"FAAU","20.09.15",78738,78821,78756,78832,5,548,51,"BRUS","20.09.15",78780,78877,78798,78886,432489,8971,1,1,1,"BDIE - BALN",106230,2389,2368,5467,5418,97
"183",311,1,"20.09.15",11417,2,4,3727,52,"GLAN","20.09.15",57612,57678,57642,57691,5,3472,50,"SWER","20.09.15",57678,57737,57702,57739,432924,117,1,1,1,"BDIE - BWEI",106542,2366,2369,5412,5420,59
"184",79,2,"21.09.15",10338,1,2,1179,21,"HERZ","21.09.15",37158,37164,37176,37164,3,114,21,"AUBR","21.09.15",37242,37273,37260,37285,181498,4907,4,1,4,"SCHW - AUZO",96155,2422,1846,5551,4142,31
"185",79,2,"21.09.15",10338,1,2,1179,21,"HERZ","21.09.15",63558,63565,63576,63565,3,114,21,"AUBR","21.09.15",63642,63639,63660,63647,181542,4907,4,1,4,"SCHW - AUZO",96155,2422,1846,5551,4142,-3
"186",7,2,"21.09.15",2104,3,5,3044,1,"BWOL","21.09.15",84114,84169,84138,84180,6,488,1,"BILO","21.09.15",84186,84234,84210,84246,75358,27,2,1,2,"WOLL - BSTE",91433,2025,2404,4578,5502,48
"187",72,2,"21.09.15",10176,2,19,799,11,"EWYS","21.09.15",81150,81171,81162,81183,20,2104,11,"ROSE","21.09.15",81216,81244,81228,81255,353871,11519,2,1,2,"MORG - MIBU",104090,1574,2749,3580,6543,28
"188",17,1,"21.09.15",2076,2,17,412,1,"BPLA","21.09.15",46794,46868,46842,46884,18,972,0,"GESS","21.09.15",46914,46959,46914,46959,351929,4373,1,1,1,"WERD - GESS",103832,1541,1816,3448,4067,45
"189",17,2,"21.09.15",2075,3,14,1120,1,"HARH","21.09.15",25548,25599,25566,25608,15,2707,1,"TUEF","21.09.15",25596,25653,25626,25663,351957,4374,2,1,2,"GESS - WERD",104535,2792,2580,6654,6312,57
"190",11,1,"21.09.15",3011,11,17,615,0,"BURK","21.09.15",21636,21732,21666,21742,18,440,0,"BELL","21.09.15",21738,21830,21798,21841,351046,11285,3,1,3,"SOER - REHA für Ausfahrt",104354,2590,1565,6341,3536,92
"191",308,2,"20.09.15",10281,2,12,550,50,"BRUG","20.09.15",47484,47492,47502,47507,13,6347,50,"SCHB","20.09.15",47574,47561,47700,47720,433046,101,2,1,2,"OBUR - BALN",106230,2380,1540,5449,3444,-13
"192",9,2,"21.09.15",3001,7,5,2256,1,"SWIE","21.09.15",31386,31413,31434,31440,6,3042,1,"BWIE","21.09.15",31482,31539,31530,31558,351059,5113,2,1,2,"HEUR - HIRZ",104339,2060,1557,4679,3503,57
"193",161,1,"21.09.15",10552,2,1,615,50,"BURK","21.09.15",32280,32540,32280,32540,2,2055,50,"RENT","21.09.15",32418,32655,32436,32655,59357,12446,1,1,1,"BURK - KILB",93675,2590,2814,6336,6711,237
"194",80,1,"21.09.15",10418,4,23,2754,20,"UNTM","21.09.15",23562,23599,23580,23599,24,3705,20,"ALBD","21.09.15",23628,23666,23658,23677,436147,4824,1,1,1,"BOEN - TRIS",106247,2687,2564,6385,6261,38
"195",80,2,"21.09.15",10413,3,16,3015,0,"ZWIE","21.09.15",79182,79233,79200,79233,17,1626,21,"MEIE","21.09.15",79248,79291,79290,79300,436138,4827,4,1,4,"TRIE - BOEN",106423,2731,2607,6502,5935,43
"196",14,1,"21.09.15",2020,10,1,2346,1,"SEEB","21.09.15",39840,39856,39840,39856,2,1275,0,"SEPL","21.09.15",39888,39892,39918,39915,47610,5275,1,1,1,"SEEB - TRIE",94290,1596,1934,3633,4361,4
"197",14,1,"21.09.15",3085,11,18,1366,1,"SIHP","21.09.15",47238,47240,47268,47262,19,2556,1,"STAU","21.09.15",47352,47355,47442,47418,47741,5275,1,1,1,"SEEB - TRIE",93090,2262,1502,5152,3311,3
"198",14,2,"21.09.15",3085,11,5,1012,1,"GOLP","21.09.15",59322,59303,59358,59320,6,2256,1,"SWIE","21.09.15",59430,59408,59484,59473,47746,5276,2,1,2,"TRIE - SEEB",93090,701,2060,1558,4679,-22
"199",10,2,"20.09.15",3067,3,20,1552,1,"LEUT","20.09.15",37368,37411,37386,37423,21,6459,1,"ZOER","20.09.15",37428,37470,37446,37475,402435,3748,2,1,2,"GESS - FRAF",106016,1443,2257,3179,5135,42
"200",10,2,"20.09.15",3063,2,17,2151,1,"SALE","20.09.15",30792,30766,30810,30779,18,2572,1,"SOER","20.09.15",30870,30853,30900,30864,402405,3748,2,1,2,"GESS - FRAF",105550,2313,1311,5288,2869,-17
"201",7,1,"20.09.15",2099,3,12,2158,0,"SPLA","20.09.15",74508,74530,74538,74541,13,2128,0,"ROES","20.09.15",74604,74615,74622,74624,36854,26,1,1,1,"BSTE - WOLL",90275,1539,2022,3443,4568,11
"202",11,1,"20.09.15",3081,9,23,601,0,"BOES","20.09.15",23820,23862,23838,23875,24,615,0,"BURK","20.09.15",23904,23943,23934,23952,401414,11240,1,1,1,"ZAUZ - REHA",104974,2228,2590,6211,6341,39
"203",7,1,"20.09.15",2121,5,7,2326,0,"SCHO","20.09.15",69714,69709,69738,69721,8,2814,0,"WALD","20.09.15",69810,69776,69828,69786,36908,26,1,1,1,"BSTE - WOLL",90258,2046,2375,4640,5441,-34
"204",302,2,"20.09.15",11424,1,22,2982,50,"ZENT","20.09.15",58530,58520,58554,58543,23,701,50,"DOGE","20.09.15",58620,58619,58638,58619,432549,51,2,1,2,"BWEI - BDIE",106341,2034,2354,4598,5384,-1
"205",305,2,"20.09.15",11417,2,3,2789,51,"VORB","20.09.15",31620,31649,31638,31649,4,466,51,"BOLD","20.09.15",31680,31701,31692,31701,432895,12149,4,1,4,"KIND - BTIE Mutation auf Li 306/311",106542,2009,2376,4544,5443,21
"206",7,1,"21.09.15",2104,3,27,3044,0,"BWOL","21.09.15",25410,25527,25434,25538,28,2005,0,"PWOL","21.09.15",25464,25587,25488,25596,75337,26,1,1,1,"BSTE - WOLL",91433,2025,2487,4574,5705,123
"207",7,2,"21.09.15",2104,3,21,1061,1,"GUGG","21.09.15",33636,34129,33654,34139,22,1643,1,"MIBU","21.09.15",33714,34199,33774,34212,75340,27,2,1,2,"WOLL - BSTE",91433,2045,1504,4635,3321,485
"208",79,1,"21.09.15",10338,1,6,2294,20,"SCHW","21.09.15",58326,58482,58344,58490,7,2294,22,"SCHW","21.09.15",58386,58680,58386,58716,181533,4906,3,1,3,"AUZO - SCHW",96155,1501,1501,3308,3306,294
"209",17,1,"21.09.15",3033,1,8,857,0,"FWEG","21.09.15",79458,79493,79482,79508,9,927,0,"FOER","21.09.15",79518,79562,79548,79573,351905,4373,1,1,1,"WERD - GESS",104531,2750,2705,6547,6426,44
"210",17,1,"21.09.15",2076,2,8,857,0,"FWEG","21.09.15",46002,46016,46026,46027,9,927,0,"FOER","21.09.15",46068,46090,46098,46104,351929,4373,1,1,1,"WERD - GESS",103832,2750,2705,6547,6426,22
"211",17,1,"21.09.15",2076,2,14,1667,0,"MUFG","21.09.15",60744,60905,60780,60988,15,2395,0,"SIHL","21.09.15",60828,61045,60870,61091,351937,6733,3,1,3,"WERD - ALBG",103832,2294,2289,5241,5222,217
"212",11,1,"21.09.15",2050,10,13,564,0,"BUCH","21.09.15",39876,39850,39924,39883,14,1522,0,"LAUI","21.09.15",39978,39955,40002,39961,351030,11240,1,1,1,"ZAUZ - REHA",103617,1309,2085,2856,4751,-23
"213",311,2,"20.09.15",11417,2,10,3472,51,"SWER","20.09.15",26640,26651,26652,26651,11,3727,51,"GLAN","20.09.15",26694,26712,26724,26743,432889,12150,4,1,4,"BWEI - BDIE Mut. 305",106542,2369,2366,5421,5414,18
"214",9,1,"21.09.15",3001,7,20,1472,2,"KUNS","21.09.15",83652,83647,83688,83669,21,440,4,"BELL","21.09.15",83778,83757,83820,83812,351076,5112,1,1,1,"HIRZ - HEUR",104339,1305,1565,6126,3534,-21
"215",80,2,"21.09.15",10413,3,3,1320,21,"IDEY","21.09.15",29250,29261,29274,29274,4,1007,21,"GOLD","21.09.15",29310,29329,29334,29345,436118,4825,2,1,2,"TRIS - BOEN",106423,2851,2718,6800,6471,19
"216",80,1,"21.09.15",10413,3,21,1570,21,"LIND","21.09.15",63114,63270,63162,63288,22,2034,20,"RAUT","21.09.15",63222,63375,63252,63387,436131,4824,1,1,1,"BOEN - TRIS",106423,2535,2543,5866,5898,153
"217",80,1,"21.09.15",10413,3,4,3450,20,"CHAL","21.09.15",56532,56611,56556,56618,5,3451,20,"MOTT","21.09.15",56592,56662,56610,56673,436129,4824,1,1,1,"BOEN - TRIS",106423,2584,2586,6323,6326,70
"218",14,2,"21.09.15",2020,10,2,2160,1,"SCHA","21.09.15",69540,69520,69564,69533,3,1187,1,"HEUR","21.09.15",69612,69591,69636,69601,47621,5276,2,1,2,"TRIE - SEEB",94290,1010,1908,2187,6124,-21
"219",14,2,"21.09.15",3085,11,8,6238,1,"WERE","21.09.15",32664,32694,32682,32706,9,2556,0,"STAU","21.09.15",32742,32785,32832,32858,47736,5276,2,1,2,"TRIE - SEEB",93090,1534,1502,3413,3312,43
"220",14,2,"21.09.15",3085,11,5,1012,1,"GOLP","21.09.15",70182,70171,70212,70191,6,2256,1,"SWIE","21.09.15",70290,70264,70338,70294,47750,5276,2,1,2,"TRIE - SEEB",93090,701,2060,1558,4679,-26
"221",10,1,"20.09.15",3067,3,28,412,1,"BPLA","20.09.15",40536,41010,40584,41033,29,972,1,"GESS","20.09.15",40644,41133,40644,41316,402436,3747,1,1,1,"FRAF - GESS",106016,1541,1816,3448,4066,489
"222",10,2,"20.09.15",3063,2,5,1100,1,"HEGG","20.09.15",83970,83976,83988,83982,6,736,2,"ETHZ","20.09.15",84084,84090,84114,84105,402425,12453,8,1,8,"GESS - BOER",105550,2302,1308,5264,2837,6
"223",7,2,"20.09.15",2099,3,30,1620,1,"MATT","20.09.15",51330,51353,51354,51374,31,2575,2,"BSTE","20.09.15",51384,51440,51402,51454,36845,27,2,1,2,"WOLL - BSTE",90275,2356,2316,5390,5308,56
"224",11,1,"20.09.15",3081,9,10,2045,0,"REGB","20.09.15",54924,54912,54942,54928,11,144,0,"BADA","20.09.15",54984,54969,55002,54982,401424,11240,1,1,1,"ZAUZ - REHA",104974,2089,2090,4769,4771,-15
"225",7,2,"20.09.15",2099,3,31,2575,2,"BSTE","20.09.15",67584,67649,67602,67673,32,2575,0,"BSTE","20.09.15",67614,67751,67614,68097,36851,27,2,1,2,"WOLL - BSTE",90275,2316,2316,5308,5298,137
"226",302,1,"20.09.15",11424,1,16,743,51,"ECKS","20.09.15",71526,71575,71532,71575,17,6724,51,"ULAN","20.09.15",71550,71591,71556,71591,432554,50,1,1,1,"BDIE - BWEI",106341,2410,2352,5520,5381,41
"227",302,2,"20.09.15",11424,1,15,2751,52,"USNO","20.09.15",41790,41786,41880,41888,16,3183,51,"AEGW","20.09.15",41916,41940,41934,41951,432543,51,2,1,2,"BWEI - BDIE",106341,1517,2334,3362,5343,24
"228",79,1,"21.09.15",10338,1,5,1179,20,"HERZ","21.09.15",59454,59581,59466,59590,6,2294,20,"SCHW","21.09.15",59526,59658,59544,59671,181535,4906,3,1,3,"AUZO - SCHW",96155,2422,1501,5550,3308,132
